N,Name,Current Price,Change,Change Rate,Volume,Trading Value,Market Cap,Shares,Foreign Ratio,PER,ROE,토론
1864,KB 미국채 10년 ETN,"10,020",보합0,0.00%,0,100,"1,000",0.00,0,N/A,N/A,
1865,한투 인버스 나스닥100 ETN B,"10,010",상승230,+2.35%,0,100,"1,000",0.00,486,N/A,N/A,
1866,삼성 나스닥 100 ETN,"10,005",하락120,-1.19%,0,100,"1,000",0.00,66,N/A,N/A,
1867,한투 베트남 VN30 선물 ETN(H),"9,990",상승45,+0.45%,0,100,"1,000",0.00,1,N/A,N/A,
1868,에셋플러스 차이나일등기업포커스10액티브,"9,600",하락40,-0.41%,0,100,"1,040",0.00,83,N/A,N/A,
1869,PLUS 일본엔화초단기국채(합성),"9,950",하락30,-0.30%,0,100,"1,000",0.00,"115,988",N/A,N/A,
1870,히어로즈 미국성장기업30액티브,"13,255",하락180,-1.34%,0,99,750,0.00,20,N/A,N/A,
1871,TIGER 은행,"9,205",상승85,+0.93%,0,99,"1,080",0.00,"6,580",N/A,N/A,
1872,메리츠 인버스 국채5년 ETN,"9,925",보합0,0.00%,0,99,"1,000",0.00,0,N/A,N/A,
1873,한투 인버스 금 선물 ETN,"9,915",하락5,-0.05%,0,99,"1,000",0.00,1,N/A,N/A,
1874,PLUS 글로벌수소&차세대연료전지,"3,595",하락55,-1.51%,0,99,"2,750",0.00,"5,602",N/A,N/A,
1875,신한 코스닥 150 TR ETN,"9,865",하락95,-0.95%,0,99,"1,000",0.00,"5,120",N/A,N/A,
1876,메리츠 인버스 3X 국채3년 ETN,"19,555",보합0,0.00%,0,98,500,0.00,0,N/A,N/A,
1877,신한 인버스 2X 미국달러 선물 ETN,"4,885",보합0,0.00%,0,98,"2,000",0.00,0,N/A,N/A,
1878,메리츠 레버리지 국채10년 ETN,"9,770",상승5,+0.05%,0,98,"1,000",0.00,1,N/A,N/A,
1879,메리츠 인버스 2X 국채3년 ETN,"9,760",보합0,0.00%,0,98,"1,000",0.00,0,N/A,N/A,
1880,RISE 미국S&P배당킹,"10,840",하락55,-0.50%,0,98,900,0.00,"3,010",N/A,N/A,
1881,TIMEFOLIO K컬처액티브,"9,750",하락20,-0.20%,0,98,"1,000",0.00,214,N/A,N/A,
1882,메리츠 인도 루피화 ETN,"9,750",보합0,0.00%,0,98,"1,000",0.00,0,N/A,N/A,
1883,한투 일본 엔선물 ETN C,"9,715",상승5,+0.05%,0,97,"1,000",0.00,2,N/A,N/A,
1884,KOSEF K-2차전지북미공급망,"9,705",상승195,+2.05%,0,97,"1,000",0.00,781,N/A,N/A,
1885,메리츠 멕시코 페소화 ETN,"9,615",보합0,0.00%,0,96,"1,000",0.00,0,N/A,N/A,
1886,메리츠 인버스 3X 국채5년 ETN,"19,180",보합0,0.00%,0,96,500,0.00,0,N/A,N/A,
1887,메리츠 KAP 인버스 2X 중국 위안화 ETN,"19,180",보합0,0.00%,0,96,500,0.00,0,N/A,N/A,
1888,KB 레버리지 항셍테크 선물 ETN(H) B,"9,560",하락245,-2.50%,0,96,"1,000",0.00,334,N/A,N/A,
1889,ACE 레버리지,"7,335",하락180,-2.40%,0,95,"1,300",1.05,"1,993",N/A,N/A,
1890,TIGER 코리아테크액티브,"9,705",하락250,-2.51%,0,95,980,0.00,49,N/A,N/A,
1891,N2 S&P500 VIX S/T 선물 ETN D,"4,755",상승285,+6.38%,0,95,"2,000",0.00,"2,925",N/A,N/A,
1892,HANARO 글로벌탄소배출권선물ICE(합성),"10,000",보합0,0.00%,0,95,950,0.00,790,N/A,N/A,
1893,메리츠 레버리지 인도 루피화 ETN,"18,970",보합0,0.00%,0,95,500,0.00,0,N/A,N/A,
1894,KB 레버리지 은 선물 ETN(H),"18,880",하락375,-1.95%,0,94,500,0.00,795,N/A,N/A,
1895,한투 인버스 베트남 VN30 선물 ETN(H),"9,430",보합0,0.00%,0,94,"1,000",0.00,0,N/A,N/A,
1896,PLUS 미국테크TOP10레버리지(합성),"18,855",하락910,-4.60%,0,94,500,0.00,"1,229",N/A,N/A,
1897,삼성 항셍테크 ETN(H) B,"9,360",보합0,0.00%,0,94,"1,000",0.00,0,N/A,N/A,
1898,한투 S&P 엔달러 선물 ETN(H),"9,315",하락15,-0.16%,0,93,"1,000",0.00,67,N/A,N/A,
1899,KODEX K-뉴딜디지털플러스,"7,760",상승30,+0.39%,0,93,"1,200",0.00,66,N/A,N/A,
1900,신한 인버스 Russell 2000 ETN,"9,310",상승95,+1.03%,0,93,"1,000",0.00,21,N/A,N/A,
1901,메리츠 레버리지 멕시코 페소화 ETN,"18,580",보합0,0.00%,0,93,500,0.00,0,N/A,N/A,
1902,미래에셋 천연가스 선물 ETN(H),"1,541",상승22,+1.45%,0,92,"6,000",0.00,"12,403",N/A,N/A,
1903,메리츠 인버스 2X 은 선물 ETN(H),"9,245",상승130,+1.43%,0,92,"1,000",0.00,348,N/A,N/A,
1904,메리츠 인버스 2X 국채5년 ETN,"9,215",하락10,-0.11%,0,92,"1,000",0.00,1,N/A,N/A,
1905,하나 레버리지 옥수수 선물 ETN(H),"9,210",하락10,-0.11%,0,92,"1,000",0.00,8,N/A,N/A,
1906,신한 인버스 달러인덱스 선물 ETN(H),"9,200",하락15,-0.16%,0,92,"1,000",0.00,29,N/A,N/A,
1907,N2 인버스 레버리지 은 선물 ETN(H),"9,180",상승270,+3.03%,0,92,"1,000",0.00,15,N/A,N/A,
1908,KODEX 미국클린에너지나스닥,"6,120",하락185,-2.93%,0,92,"1,500",0.00,560,N/A,N/A,
1909,ACE 미국하이일드액티브(H),"10,155",상승5,+0.05%,0,91,900,0.00,"1,451",N/A,N/A,
1910,ACE 삼성그룹동일가중,"18,275",하락115,-0.63%,0,91,500,0.00,67,N/A,N/A,
1911,RISE 200금융,"11,710",상승160,+1.39%,0,91,780,0.00,528,N/A,N/A,
1912,KODEX 기계장비,"6,900",하락5,-0.07%,0,91,"1,320",0.01,"1,472",N/A,N/A,
1913,KB 인버스 2X 미국채 10년 선물 ETN,"18,215",하락40,-0.22%,0,91,500,0.00,4,N/A,N/A,
1914,한화갤러리아우,"3,130",하락25,-0.79%,500,91,"2,904",0.95,"6,395",-23.53,N/A,
1915,대신 인버스 3X 국채10년 ETN,"18,150",보합0,0.00%,0,91,500,0.00,0,N/A,N/A,
1916,KODEX 미국ETF산업Top10 Indxx,"15,100",하락15,-0.10%,0,91,600,0.45,360,N/A,N/A,
1917,히어로즈 미국달러SOFR금리액티브(합성),"11,185",상승60,+0.54%,0,91,810,0.00,1,N/A,N/A,
1918,키움 레버리지 2차전지산업 ETN,"18,065",상승380,+2.15%,0,90,500,0.00,1,N/A,N/A,
1919,KOSEF 미국달러선물인버스,"8,850",상승20,+0.23%,0,90,"1,020",0.00,3,N/A,N/A,
1920,PLUS ESG성장주액티브,"8,565",하락100,-1.15%,0,90,"1,050",0.00,6,N/A,N/A,
1921,한투 레버리지 일본 엔선물 ETN C,"8,940",하락50,-0.56%,0,89,"1,000",0.00,"1,023",N/A,N/A,
1922,HANARO 탄소효율그린뉴딜,"8,920",하락135,-1.49%,0,89,"1,000",0.00,13,N/A,N/A,
1923,TIGER 유로스탁스레버리지(합성 H),"11,100",하락60,-0.54%,0,89,800,0.00,764,N/A,N/A,
1924,TIMEFOLIO K이노베이션액티브,"8,055",하락30,-0.37%,0,89,"1,100",0.00,3,N/A,N/A,
1925,메리츠 인버스 3X 국채10년 ETN,"17,660",보합0,0.00%,0,88,500,0.00,0,N/A,N/A,
1926,한투 플래티넘 선물 ETN,"8,825",하락150,-1.67%,0,88,"1,000",0.00,22,N/A,N/A,
1927,SOL 반도체후공정,"10,960",하락760,-6.48%,0,88,800,0.00,"20,692",N/A,N/A,
1928,TIGER 이머징마켓MSCI레버리지(합성 H),"7,950",하락250,-3.05%,0,87,"1,100",0.00,"1,686",N/A,N/A,
1929,KODEX KTOP30,"17,390",상승15,+0.09%,0,87,500,0.00,122,N/A,N/A,
1930,TIGER 금은선물(H),"11,565",하락20,-0.17%,0,87,750,0.00,"9,974",N/A,N/A,
1931,에셋플러스 코리아대장장이액티브,"10,830",하락145,-1.32%,0,87,800,0.00,4,N/A,N/A,
1932,TIGER 로우볼,"13,125",상승20,+0.15%,0,87,660,0.00,78,N/A,N/A,
1933,성신양회우,"11,750",상승70,+0.60%,"5,000",86,736,0.38,241,4.29,N/A,
1934,RISE 미국장기국채선물레버리지(합성 H),"6,645",하락15,-0.23%,0,86,"1,300",0.00,"1,242",N/A,N/A,
1935,TIGER 200 철강소재,"7,300",상승15,+0.21%,0,86,"1,180",0.00,115,N/A,N/A,
1936,한투 S&P 레버리지 엔달러 선물 ETN(H),"8,595",하락5,-0.06%,0,86,"1,000",0.00,"1,165",N/A,N/A,
1937,TIGER KRX300,"17,090",하락140,-0.81%,0,85,500,0.00,1,N/A,N/A,
1938,삼성 코스피 양매도 5% OTM ETN,"8,530",보합0,0.00%,0,85,"1,000",0.00,0,N/A,N/A,
1939,PLUS 주도업종,"11,370",하락45,-0.39%,0,85,750,0.00,3,N/A,N/A,
1940,삼성 인버스 코스닥 150 선물 ETN,"8,495",상승55,+0.65%,0,85,"1,000",0.00,28,N/A,N/A,
1941,VITA 밸류알파액티브,"12,075",하락215,-1.75%,0,85,700,0.00,"16,687",N/A,N/A,
1942,HANARO 미국S&P500,"14,045",하락20,-0.14%,0,84,600,0.00,42,N/A,N/A,
1943,한투 인버스 유로스탁스50 ETN(H) C,"8,420",하락5,-0.06%,0,84,"1,000",0.00,516,N/A,N/A,
1944,TIGER MKF배당귀족,"12,950",하락90,-0.69%,0,84,650,0.00,384,N/A,N/A,
1945,RISE 글로벌클린에너지,"6,995",상승20,+0.29%,0,84,"1,200",0.00,64,N/A,N/A,
1946,KB S&P 유럽탄소배출권 선물 ETN(H),"8,375",보합0,0.00%,0,84,"1,000",0.00,0,N/A,N/A,
1947,KODEX 아시아AI반도체exChina액티브,"16,745",하락355,-2.08%,0,84,500,0.00,6,N/A,N/A,
